"Symbol","Scientific.Name","Common.Name","BPS_MODEL","SWOPAG","Blue.Book.Plant.Association","P.A.Blue.Book.PAG.Name","Plant.Association","PAG.Name"
"DAPA2","Danthonia parryi","Parry's oatgrass","11460_27",NA,NA,NA,NA,NA
"FEID","Festuca idahoensis","Idaho fescue","11460_27",NA,NA,NA,NA,NA
"ANGE","Andropogon gerardii","Big bluestem","11470_27_33",NA,NA,NA,NA,NA
"SCSC","Schizachyrium scoparium","Little bluestem","11470_27_33",NA,NA,NA,NA,NA
"HECO26","Hesperostipa comata","Needle and thread","11470_27_33",NA,NA,NA,NA,NA
"HENE5","Hesperostipa neomexicana","New mexico feathergrass","11470_27_33",NA,NA,NA,NA,NA
"MUMO","Muhlenbergia montana","Mountain muhly","11470_27_33",NA,NA,NA,NA,NA
"PASM","Pascopyrum smithii","Western wheatgrass","11470_27_33",NA,NA,NA,NA,NA
"NAVI","Navarretia viscidula","Sticky pincushionplant","11470_27_33",NA,NA,NA,NA,NA
"BOCU","Bouteloua curtipendula","Sideoats grama","11470_27_33",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11470_28",NA,NA,NA,NA,NA
"SCHIZ4","Schizachyrium","Little bluestem","11470_28",NA,NA,NA,NA,NA
"BUDA","Buchloe dactyloides","Buffalograss","11470_28",NA,NA,NA,NA,NA
"NAVI4","Nassella viridula","Green needlegrass","11470_28",NA,NA,NA,NA,NA
"MUMO","Muhlenbergia montana","Mountain muhly","11470_28",NA,NA,NA,NA,NA
"PASM","Pascopyrum smithii","Western wheatgrass","11470_28",NA,NA,NA,NA,NA
"HECO26","Hesperostipa comata","Needle and thread","11470_28",NA,NA,NA,NA,NA
"SPCR","Sporobolus cryptandrus","Sand dropseed","11470_28",NA,NA,NA,NA,NA
"CALO","Calamovilfa longifolia","Prairie sandreed","11480_20_29_30",NA,NA,NA,NA,NA
"SCSC","Schizachyrium scoparium","Little bluestem","11480_20_29_30",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11480_20_29_30",NA,NA,NA,NA,NA
"HECO26","Hesperostipa comata","Needle and thread","11480_20_29_30",NA,NA,NA,NA,NA
"SPCR","Sporobolus cryptandrus","Sand dropseed","11480_20_29_30",NA,NA,NA,NA,NA
"ANHA","Andropogon hallii","Sand bluestem","11480_31_38",NA,NA,NA,NA,NA
"CALO","Calamovilfa longifolia","Prairie sandreed","11480_31_38",NA,NA,NA,NA,NA
"SCSC","Schizachyrium scoparium","Little bluestem","11480_31_38",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11480_31_38",NA,NA,NA,NA,NA
"BOHI2","Bouteloua hirsuta","Hairy grama","11480_31_38",NA,NA,NA,NA,NA
"HECO26","Hesperostipa comata","Needle and thread","11480_31_38",NA,NA,NA,NA,NA
"SPCR","Sporobolus cryptandrus","Sand dropseed","11480_31_38",NA,NA,NA,NA,NA
"ANHA","Andropogon hallii","Sand bluestem","11480_32",NA,NA,NA,NA,NA
"CALO","Calamovilfa longifolia","Prairie sandreed","11480_32",NA,NA,NA,NA,NA
"PAVI2","Panicum virgatum","Switchgrass","11480_32",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11480_32",NA,NA,NA,NA,NA
"SONU","Sophora nuttalliana","Silky sophora","11480_32",NA,NA,NA,NA,NA
"HECOC8","Hesperostipa comata ssp. comata","Needle and thread","11480_32",NA,NA,NA,NA,NA
"ARFI2","Artemisia filifolia","Sand sagebrush","11480_32",NA,NA,NA,NA,NA
"PRPUB","Prunus pumila var. besseyi","Western sandcherry","11480_32",NA,NA,NA,NA,NA
"ANHA","Andropogon hallii","Sand bluestem","11480_34_35",NA,NA,NA,NA,NA
"CALO","Calamovilfa longifolia","Prairie sandreed","11480_34_35",NA,NA,NA,NA,NA
"PAVI2","Panicum virgatum","Switchgrass","11480_34_35",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11480_34_35",NA,NA,NA,NA,NA
"SONU","Sophora nuttalliana","Silky sophora","11480_34_35",NA,NA,NA,NA,NA
"HECOC8","Hesperostipa comata ssp. comata","Needle and thread","11480_34_35",NA,NA,NA,NA,NA
"ARFI2","Artemisia filifolia","Sand sagebrush","11480_34_35",NA,NA,NA,NA,NA
"PRAN3","Prunus angustifolia Marshall","Chickasaw plum","11480_34_35",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11490_25",NA,NA,NA,NA,NA
"BUDA","Buchloe dactyloides","Buffalograss","11490_25",NA,NA,NA,NA,NA
"PASM","Pascopyrum smithii","Western wheatgrass","11490_25",NA,NA,NA,NA,NA
"KOMA","Koeleria macrantha","Prairie junegrass","11490_25",NA,NA,NA,NA,NA
"HECO","Hedeoma costata","Ribbed false pennyroyal","11490_25",NA,NA,NA,NA,NA
"ARPU","Arabis puberula","Silver rockcress","11490_25",NA,NA,NA,NA,NA
"SPCR","Sporobolus cryptandrus","Sand dropseed","11490_25",NA,NA,NA,NA,NA
"BUDA","Buchloe dactyloides","Buffalograss","11490_26",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11490_26",NA,NA,NA,NA,NA
"SPCR","Sporobolus cryptandrus","Sand dropseed","11490_26",NA,NA,NA,NA,NA
"BOCU","Bouteloua curtipendula","Sideoats grama","11490_26",NA,NA,NA,NA,NA
"YUEL","Yucca elata","Soaptree yucca","11490_26",NA,NA,NA,NA,NA
"GUSA2","Gutierrezia sarothrae","Broom snakeweed","11490_26",NA,NA,NA,NA,NA
"PLJA","Pleuraphis jamesii","James' galleta","11490_26",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11490_27_38",NA,NA,NA,NA,NA
"PASM","Pascopyrum smithii","Western wheatgrass","11490_27_38",NA,NA,NA,NA,NA
"SPCR","Sporobolus cryptandrus","Sand dropseed","11490_27_38",NA,NA,NA,NA,NA
"ATCA2","Atriplex canescens","Fourwing saltbush","11490_27_38",NA,NA,NA,NA,NA
"KRLA2","Krascheninnikovia lanata","Winterfat","11490_27_38",NA,NA,NA,NA,NA
"HECO26","Hesperostipa comata","Needle and thread","11490_27_38",NA,NA,NA,NA,NA
"BUDA","Buchloe dactyloides","Buffalograss","11490_27_38",NA,NA,NA,NA,NA
"ARPU9","Aristida purpurea","Purple threeawn","11490_27_38",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11490_28",NA,NA,NA,NA,NA
"BUDA","Buchloe dactyloides","Buffalograss","11490_28",NA,NA,NA,NA,NA
"BOHI2","Bouteloua hirsuta","Hairy grama","11490_28",NA,NA,NA,NA,NA
"HECO26","Hesperostipa comata","Needle and thread","11490_28",NA,NA,NA,NA,NA
"BOCU","Bouteloua curtipendula","Sideoats grama","11490_28",NA,NA,NA,NA,NA
"MUTO","Muhlenbergia torreyana","New jersey muhly","11490_28",NA,NA,NA,NA,NA
"PASM","Pascopyrum smithii","Western wheatgrass","11490_28",NA,NA,NA,NA,NA
"YUCCA","Yucca","Yucca","11490_28",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11490_29",NA,NA,NA,NA,NA
"BUDA","Buchloe dactyloides","Buffalograss","11490_29",NA,NA,NA,NA,NA
"PASM","Pascopyrum smithii","Western wheatgrass","11490_29",NA,NA,NA,NA,NA
"NAVI4","Nassella viridula","Green needlegrass","11490_29",NA,NA,NA,NA,NA
"ATCA2","Atriplex canescens","Fourwing saltbush","11490_29",NA,NA,NA,NA,NA
"KRLA2","Krascheninnikovia lanata","Winterfat","11490_29",NA,NA,NA,NA,NA
"HECO26","Hesperostipa comata","Needle and thread","11490_29",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11490_31_33",NA,NA,NA,NA,NA
"PASM","Pascopyrum smithii","Western wheatgrass","11490_31_33",NA,NA,NA,NA,NA
"SPCR","Sporobolus cryptandrus","Sand dropseed","11490_31_33",NA,NA,NA,NA,NA
"ATCA2","Atriplex canescens","Fourwing saltbush","11490_31_33",NA,NA,NA,NA,NA
"KRLA2","Krascheninnikovia lanata","Winterfat","11490_31_33",NA,NA,NA,NA,NA
"HECO26","Hesperostipa comata","Needle and thread","11490_31_33",NA,NA,NA,NA,NA
"BUDA","Buchloe dactyloides","Buffalograss","11490_31_33",NA,NA,NA,NA,NA
"ARPU9","Aristida purpurea","Purple threeawn","11490_31_33",NA,NA,NA,NA,NA
"BOGR2","Bouteloua gracilis","Blue grama","11490_34_35",NA,NA,NA,NA,NA
"BUDA","Buchloe dactyloides","Buffalograss","11490_34_35",NA,NA,NA,NA,NA
"BOCU","Bouteloua curtipendula","Sideoats grama","11490_34_35",NA,NA,NA,NA,NA
"BOHI2","Bouteloua hirsuta","Hairy grama","11490_34_35",NA,NA,NA,NA,NA
"ARFI2","Artemisia filifolia","Sand sagebrush","11490_34_35",NA,NA,NA,NA,NA
"SPCR","Sporobolus cryptandrus","Sand dropseed","11490_34_35",NA,NA,NA,NA,NA
"ANGE","Andropogon gerardii","Big bluestem","11500_31_39_40",NA,NA,NA,NA,NA
"SONU2","Sorghastrum nutans","Indiangrass","11500_31_39_40",NA,NA,NA,NA,NA
"PAVI2","Panicum virgatum","Switchgrass","11500_31_39_40",NA,NA,NA,NA,NA
"SPPE","Spartina pectinata","Prairie cordgrass","11500_31_39_40",NA,NA,NA,NA,NA
"ANGE","Andropogon gerardii","Big bluestem","11500_38",NA,NA,NA,NA,NA
"SONU2","Sorghastrum nutans","Indiangrass","11500_38",NA,NA,NA,NA,NA
"PAVI2","Panicum virgatum","Switchgrass","11500_38",NA,NA,NA,NA,NA
"SPPE","Spartina pectinata","Prairie cordgrass","11500_38",NA,NA,NA,NA,NA
"POFR2","Populus fremontii","Fremont cottonwood","11510_4_5",NA,NA,NA,NA,NA
"SAGO","Salix gooddingii","Goodding's willow","11510_4_5",NA,NA,NA,NA,NA
"PLRA","Platanus racemosa","California sycamore","11510_4_5",NA,NA,NA,NA,NA
"SAEX","Salix exigua","Narrowleaf willow","11510_4_5",NA,NA,NA,NA,NA
"SALA3","Salix laevigata","Red willow","11510_4_5",NA,NA,NA,NA,NA
"CEOC","Celtis occidentalis","Common hackberry","11510_4_5",NA,NA,NA,NA,NA
"ROCA","Rorippa calycina","Persistent sepal yellowcress","11510_4_5",NA,NA,NA,NA,NA
"CABA","Calopogon barbatus","Bearded grasspink","11510_4_5",NA,NA,NA,NA,NA
"SABR2","Salix breweri","Brewer's willow","11520_2_3_7",NA,NA,NA,NA,NA
"HESA17","Hesperocyparis sargentii","Sargent's cypress","11520_2_3_7",NA,NA,NA,NA,NA
"FRCA12","Frangula californica","California buckthorn","11520_2_3_7",NA,NA,NA,NA,NA
"UMCA","Umbellularia californica","California laurel","11520_2_3_7",NA,NA,NA,NA,NA
"STAL","Stachys albens","Whitestem hedgenettle","11520_2_3_7",NA,NA,NA,NA,NA
"POBAT","Populus trichocarpa","black cottonwood","11520_2_3_7",NA,NA,NA,NA,NA
"ACMA3","Acer macrophyllum","Bigleaf maple","11520_2_3_7",NA,NA,NA,NA,NA
"SABR2","Salix breweri","Brewer's willow","11520_4_5",NA,NA,NA,NA,NA
"HESA17","Hesperocyparis sargentii","Sargent's cypress","11520_4_5",NA,NA,NA,NA,NA
"FRCA12","Frangula californica","California buckthorn","11520_4_5",NA,NA,NA,NA,NA
"UMCA","Umbellularia californica","California laurel","11520_4_5",NA,NA,NA,NA,NA
"CIFO2","Cirsium fontinale","Fountain thistle","11520_4_5",NA,NA,NA,NA,NA
"STAL","Stachys albens","Whitestem hedgenettle","11520_4_5",NA,NA,NA,NA,NA
"SABR2","Salix breweri","Brewer's willow","11520_6",NA,NA,NA,NA,NA
"FRCA12","Frangula californica","California buckthorn","11520_6",NA,NA,NA,NA,NA
"UMCA","Umbellularia californica","California laurel","11520_6",NA,NA,NA,NA,NA
"STAL","Stachys albens","Whitestem hedgenettle","11520_6",NA,NA,NA,NA,NA
"HESA17","Hesperocyparis sargentii","Sargent’s cypress","11520_6",NA,NA,NA,NA,NA
"SARCO","Sarcobatus","Greasewood","11530_16_23_24_25_27",NA,NA,NA,NA,NA
"DISTI","Distichlis","Saltgrass","11530_16_23_24_25_27",NA,NA,NA,NA,NA
"LECI4","Leymus cinereus","Basin wildrye","11530_16_23_24_25_27",NA,NA,NA,NA,NA
"SPAI","Sporobolus airoides","Alkali sacaton","11530_16_23_24_25_27",NA,NA,NA,NA,NA
"ATCO","Atriplex confertifolia","Shadscale saltbush","11530_16_23_24_25_27",NA,NA,NA,NA,NA
"SARCO","Sarcobatus","Greasewood","11530_20_22_29_30",NA,NA,NA,NA,NA
"DISTI","Distichlis","Saltgrass","11530_20_22_29_30",NA,NA,NA,NA,NA
"SPAI","Sporobolus airoides","Alkali sacaton","11530_20_22_29_30",NA,NA,NA,NA,NA
"PASM","Pascopyrum smithii","Western wheatgrass","11530_20_22_29_30",NA,NA,NA,NA,NA
"PUCCI","Puccinellia","Alkaligrass","11530_20_22_29_30",NA,NA,NA,NA,NA
"SARCO","Sarcobatus","Greasewood","11530_28",NA,NA,NA,NA,NA
"DISTI","Distichlis","Saltgrass","11530_28",NA,NA,NA,NA,NA
"SPAI","Sporobolus airoides","Alkali sacaton","11530_28",NA,NA,NA,NA,NA
"ATCA2","Atriplex canescens","Fourwing saltbush","11530_28",NA,NA,NA,NA,NA
"SAVE4","Sarcobatus vermiculatus","Greasewood","11530_6_10_12_13_17_18_19_21",NA,NA,NA,NA,NA
"DISTI","Distichlis","Saltgrass","11530_6_10_12_13_17_18_19_21",NA,NA,NA,NA,NA
"LECI4","Leymus cinereus","Basin wildrye","11530_6_10_12_13_17_18_19_21",NA,NA,NA,NA,NA
"ATCO","Atriplex confertifolia","Shadscale saltbush","11530_6_10_12_13_17_18_19_21",NA,NA,NA,NA,NA
"SUMO","Suaeda moquinii","Mojave seablite","11530_6_10_12_13_17_18_19_21",NA,NA,NA,NA,NA
"SAVE4","Sarcobatus vermiculatus","Greasewood","11530_7_8_9",NA,NA,NA,NA,NA
"DISTI","Distichlis","Saltgrass","11530_7_8_9",NA,NA,NA,NA,NA
"LECI4","Leymus cinereus","Basin wildrye","11530_7_8_9",NA,NA,NA,NA,NA
"ATCO","Atriplex confertifolia","Shadscale saltbush","11530_7_8_9",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11540_1_7_8_9",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11540_1_7_8_9",NA,NA,NA,NA,NA
"ALNUS","Alnus","Alder","11540_1_7_8_9",NA,NA,NA,NA,NA
"BETUL","Betula","Birch","11540_1_7_8_9",NA,NA,NA,NA,NA
"CORNU","Cornus","Dogwood","11540_1_7_8_9",NA,NA,NA,NA,NA
"POBAT","Populus balsamifera ssp. trichocarpa","Black cottonwood","11540_10_19",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11540_10_19",NA,NA,NA,NA,NA
"ALRH2","Alnus rhombifolia","White alder","11540_10_19",NA,NA,NA,NA,NA
"BEOC2","Betula occidentalis","Water birch","11540_10_19",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","11540_10_19",NA,NA,NA,NA,NA
"CELAR","Celtis laevigata var. reticulata","Netleaf hackberry","11540_10_19",NA,NA,NA,NA,NA
"CRDO2","Crataegus douglasii","Black hawthorn","11540_10_19",NA,NA,NA,NA,NA
"PHLE4","Philadelphus lewisii","Lewis’ mockorange","11540_10_19",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11540_13",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11540_13",NA,NA,NA,NA,NA
"ROWO","Rosa woodsii","Woods' rose","11540_13",NA,NA,NA,NA,NA
"BETUL","Betula","Birch","11540_13",NA,NA,NA,NA,NA
"ABCO","Abies concolor","White fir","11540_13",NA,NA,NA,NA,NA
"JUSC2","Juniperus scopulorum","Rocky mountain juniper","11540_13",NA,NA,NA,NA,NA
"POBAT","Populus balsamifera ssp. trichocarpa","Black cottonwood","11540_18",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11540_18",NA,NA,NA,NA,NA
"ALRH2","Alnus rhombifolia","White alder","11540_18",NA,NA,NA,NA,NA
"BEOC2","Betula occidentalis","Water birch","11540_18",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","11540_18",NA,NA,NA,NA,NA
"CELAR","Celtis laevigata var. reticulata","Netleaf hackberry","11540_18",NA,NA,NA,NA,NA
"CRDO2","Crataegus douglasii","Black hawthorn","11540_18",NA,NA,NA,NA,NA
"PHLE4","Philadelphus lewisii","Lewis' mock orange","11540_18",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11540_6_12_16_17",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11540_6_12_16_17",NA,NA,NA,NA,NA
"ALNUS","Alnus","Alder","11540_6_12_16_17",NA,NA,NA,NA,NA
"BETUL","Betula","Birch","11540_6_12_16_17",NA,NA,NA,NA,NA
"POFR2","Populus fremontii","Fremont cottonwood","11550_13_14",NA,NA,NA,NA,NA
"PLSE","Pluchea sericea","Arrowweed","11550_13_14",NA,NA,NA,NA,NA
"ATLEB","Atriplex lentiformis ssp. breweri","Quailbush","11550_13_14",NA,NA,NA,NA,NA
"SAEX","Salix exigua","Narrowleaf willow","11550_13_14",NA,NA,NA,NA,NA
"TYAN","Typha angustifolia","Narrowleaf cattail","11550_13_14",NA,NA,NA,NA,NA
"PROSO","Prosopis","Mesquite","11550_13_14",NA,NA,NA,NA,NA
"WAFI","Washingtonia filifera","California fan palm","11550_13_14",NA,NA,NA,NA,NA
"POFR2","Populus fremontii","Fremont cottonwood","11550_15",NA,NA,NA,NA,NA
"PLSE","Pluchea sericea","Arrowweed","11550_15",NA,NA,NA,NA,NA
"ATLEB","Atriplex lentiformis ssp. breweri","Quailbush","11550_15",NA,NA,NA,NA,NA
"SAEX","Salix exigua","Narrowleaf willow","11550_15",NA,NA,NA,NA,NA
"TYAN","Typha angustifolia","Narrowleaf cattail","11550_15",NA,NA,NA,NA,NA
"DISTI","Distichlis","Saltgrass","11550_15",NA,NA,NA,NA,NA
"WAFI","Washingtonia filifera","California fan palm","11550_15",NA,NA,NA,NA,NA
"PROSO","Prosopis","Mesquite","11550_15",NA,NA,NA,NA,NA
"SPAI","Sporobolus airoides","Alkali sacaton","11550_25",NA,NA,NA,NA,NA
"SPWR2","Sporobolus wrightii","Big sacaton","11550_25",NA,NA,NA,NA,NA
"PLMU3","Pleuraphis mutica","Tobosagrass","11550_25",NA,NA,NA,NA,NA
"PAOB","Panicum obtusum","Vine mesquite","11550_25",NA,NA,NA,NA,NA
"PODE3","Populus deltoides","Eastern cottonwood","11550_26_35",NA,NA,NA,NA,NA
"JUMI","Juglans microcarpa","Little walnut","11550_26_35",NA,NA,NA,NA,NA
"BASA4","Baccharis salicifolia","Mule's fat","11550_26_35",NA,NA,NA,NA,NA
"POFR2","Populus fremontii","Fremont cottonwood","11550_4",NA,NA,NA,NA,NA
"PLSE","Pluchea sericea","Arrowweed","11550_4",NA,NA,NA,NA,NA
"ATLEB","Atriplex lentiformis ssp. breweri","Quailbush","11550_4",NA,NA,NA,NA,NA
"SAEX","Salix exigua","Narrowleaf willow","11550_4",NA,NA,NA,NA,NA
"TYAN","Typha angustifolia","Narrowleaf cattail","11550_4",NA,NA,NA,NA,NA
"PROSO","Prosopis","Mesquite","11550_4",NA,NA,NA,NA,NA
"WAFI","Washingtonia filifera","California fan palm","11550_4",NA,NA,NA,NA,NA
"ACACI","Acacia","Acacia","11552_13_14_15",NA,NA,NA,NA,NA
"SAEX","Salix exigua","Narrowleaf willow","11552_13_14_15",NA,NA,NA,NA,NA
"PROSO","Prosopis","Mesquite","11552_13_14_15",NA,NA,NA,NA,NA
"PLSE","Pluchea sericea","Arrowweed","11552_13_14_15",NA,NA,NA,NA,NA
"DISP","Distichlis spicata","Inland saltgrass","11552_13_14_15",NA,NA,NA,NA,NA
"SPAI","Sporobolus airoides","Alkali sacaton","11552_13_14_15",NA,NA,NA,NA,NA
"POFR2","Populus fremontii","Fremont cottonwood","11552_13_14_15",NA,NA,NA,NA,NA
"FRVE2","Fraxinus velutina","Velvet ash","11552_13_14_15",NA,NA,NA,NA,NA
"ACMA3","Acer macrophyllum","Bigleaf maple","11560_1_2_7",NA,NA,NA,NA,NA
"ALRU2","Alnus rubra","Red alder","11560_1_2_7",NA,NA,NA,NA,NA
"POBAT","Populus balsamifera ssp. trichocarpa","Black cottonwood","11560_1_2_7",NA,NA,NA,NA,NA
"COSE16","Cornus sericea","Redosier dogwood","11560_1_2_7",NA,NA,NA,NA,NA
"FRLA","Fraxinus latifolia","Oregon ash","11560_1_2_7",NA,NA,NA,NA,NA
"THPL","Thuja plicata","Western red-cedar","11560_1_2_7",NA,NA,NA,NA,NA
"RUSP","Rubus spectabilis","Salmonberry","11560_1_2_7",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11570_1_2",NA,NA,NA,NA,NA
"COSE16","Cornus sericea","Redosier dogwood","11570_1_2",NA,NA,NA,NA,NA
"FRLA","Fraxinus latifolia","Oregon ash","11570_1_2",NA,NA,NA,NA,NA
"THPL","Thuja plicata","Western red-cedar","11570_1_2",NA,NA,NA,NA,NA
"TSHE","Tsuga heterophylla","Western hemlock","11570_1_2",NA,NA,NA,NA,NA
"ALRU2","Alnus rubra","Red alder","11581_1_2_7",NA,NA,NA,NA,NA
"ACMA3","Acer macrophyllum","Bigleaf maple","11581_1_2_7",NA,NA,NA,NA,NA
"RUSP","Rubus spectabilis","Salmonberry","11581_1_2_7",NA,NA,NA,NA,NA
"ACCI","Acer circinatum","Vine maple","11581_1_2_7",NA,NA,NA,NA,NA
"THPL","Thuja plicata","Western red cedar","11581_1_2_7",NA,NA,NA,NA,NA
"PSME","Pseudotsuga menziesii","Douglas-fir","11581_1_2_7",NA,NA,NA,NA,NA
"SASI2","Salix sitchensis","Sitka willow","11581_1_2_7",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11582_1_2_7",NA,NA,NA,NA,NA
"ALRH2","Alnus rhombifolia","White alder","11582_1_2_7",NA,NA,NA,NA,NA
"PIEN","Picea engelmannii","Engelmann spruce","11582_1_2_7",NA,NA,NA,NA,NA
"OPHO","Oplopanax horridus","Devilsclub","11582_1_2_7",NA,NA,NA,NA,NA
"ATFI","Athyrium filix-femina","Common ladyfern","11582_1_2_7",NA,NA,NA,NA,NA
"SYAL","Symphoricarpos albus","Common snowberry","11582_1_2_7",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11590_10_19",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11590_10_19",NA,NA,NA,NA,NA
"COSE16","Cornus sericea","Redosier dogwood","11590_10_19",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11590_10_19",NA,NA,NA,NA,NA
"CRAET","","","11590_10_19",NA,NA,NA,NA,NA
"BEOC2","Betula occidentalis","Water birch","11590_10_19",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11590_12_17",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11590_12_17",NA,NA,NA,NA,NA
"ACER","Acer","Maple","11590_12_17",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11590_12_17",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","11590_12_17",NA,NA,NA,NA,NA
"PICEA","Picea","Spruce","11590_12_17",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11590_13",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11590_13",NA,NA,NA,NA,NA
"ROWO","Rosa woodsii","Woods' rose","11590_13",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11590_13",NA,NA,NA,NA,NA
"ACGL","Acer glabrum","Rocky mountain maple","11590_13",NA,NA,NA,NA,NA
"BEOC2","Betula occidentalis","Water birch","11590_13",NA,NA,NA,NA,NA
"COSE16","Cornus sericea","Redosier dogwood","11590_13",NA,NA,NA,NA,NA
"PRVI","Prunus virginiana","Chokecherry","11590_13",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11590_15",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11590_15",NA,NA,NA,NA,NA
"ROWO","Rosa woodsii","Woods' rose","11590_15",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11590_15",NA,NA,NA,NA,NA
"ACGL","Acer glabrum","Rocky mountain maple","11590_15",NA,NA,NA,NA,NA
"BEOC","Benitoa occidentalis","Benitoa","11590_15",NA,NA,NA,NA,NA
"COSE16","Cornus sericea","Redosier dogwood","11590_15",NA,NA,NA,NA,NA
"PRVI","Prunus virginiana","Chokecherry","11590_15",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11590_16_23_24_26",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11590_16_23_24_26",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","11590_16_23_24_26",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11590_16_23_24_26",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","11590_16_23_24_26",NA,NA,NA,NA,NA
"PICEA","Picea","Spruce","11590_16_23_24_26",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11590_18",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11590_18",NA,NA,NA,NA,NA
"ACER","Acer","Maple","11590_18",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11590_18",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","11590_18",NA,NA,NA,NA,NA
"PICEA","Picea","Spruce","11590_18",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11590_20",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11590_20",NA,NA,NA,NA,NA
"COSE16","Cornus sericea","Redosier dogwood","11590_20",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11590_20",NA,NA,NA,NA,NA
"CRRI","Crataegus rivularis","River hawthorn","11590_20",NA,NA,NA,NA,NA
"EQAR","Equisetum arvense","Field horsetail","11590_20",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11590_21",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11590_21",NA,NA,NA,NA,NA
"COSE16","Cornus sericea","Redosier dogwood","11590_21",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11590_21",NA,NA,NA,NA,NA
"CRRI","Crataegus rivularis","River hawthorn","11590_21",NA,NA,NA,NA,NA
"BEOC2","Betula occidentalis","Water birch","11590_21",NA,NA,NA,NA,NA
"EQAR","Equisetum arvense","Field horsetail","11590_21",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11590_22",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11590_22",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","11590_22",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11590_22",NA,NA,NA,NA,NA
"JUSC2","Juniperus scopulorum","Rocky mountain juniper","11590_22",NA,NA,NA,NA,NA
"BEOC2","Betula occidentalis","Water birch","11590_22",NA,NA,NA,NA,NA
"PSEUD7","Pseudotsuga","Douglas-fir","11590_22",NA,NA,NA,NA,NA
"POPUL","Populus","Cottonwood","11590_25",NA,NA,NA,NA,NA
"SALIX","Salix","Willow","11590_25",NA,NA,NA,NA,NA
"POTR5","Populus tremuloides","Quaking aspen","11590_25",NA,NA,NA,NA,NA
"CAREX","Carex","Sedge","11590_25",NA,NA,NA,NA,NA
"ABLA","Abies lasiocarpa","Subalpine fir","11590_25",NA,NA,NA,NA,NA
"PICEA","Picea","Spruce","11590_25",NA,NA,NA,NA,NA
